,text,label
3062,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados Nº DE ORDEM: 562/15 COD.RECALL: 9001971563563 PACOTE: 5793/2018,H:Arquivado
3063,Arquivado Definitivamente,H:Arquivado
3064,Suspensão do Prazo Prazo referente ao usuário foi alterado para 27/03/2019 devido à alteração da tabela de feriados,H:Ativo
3065,Arquivado Definitivamente,H:Arquivado
3066,Arquivado Definitivamente CAIXA 4569/2017,H:Arquivado
3067,Recebidos os Autos da Procuradoria do Estado Tipo de local de destino: Cartório Especificação do local de destino: Unidade de Processamento das Execuções contra a Fazenda Pública da Comarca da Capital - UPEFAZ,H:Ativo
3068,Arquivado Definitivamente REMETIDO AO ARQUIVO 1 a 3VOLUMES,H:Arquivado
3069,Tipo do Movimento:Suspensão/Sobrestamento do Processo ,H:Ativo
3070,Arquivado Definitivamente ARQUIVO CÍVEL DEFINITIVO CAIXA 3932/16,H:Arquivado
3071,Certidão de Publicação Expedida Relação :0302/2019 Data da Disponibilização: 01/04/2019 Data da Publicação: 02/04/2019 Número do Diário: 2779 Página: 1864/1874,H:Ativo
3072,Certidão de Honorários Expedida Certidão - Honorários - Convênio Defensoria-OAB,H:Arquivado
3073,Petição: 29603/2017 - Instrumento De Mandato,H:Ativo
3074,Baixa Definitiva,H:Arquivado
3075,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Unidade de Processamento das Execuções contra a Fazenda Pública da Comarca da Capital - UPEFAZ,H:Arquivado
3076,Decisão,H:Ativo
3077,Baixa Definitiva,H:Arquivado
3078,Arquivado Definitivamente caixa 3184/2018,H:Arquivado
3079,Tipo do Movimento:Ato Ordinatório Praticado Descrição:Certifico e dou fé que as custas pendentes de fls 685 não foram recolhidas pelas parte GILMAR RODRIGUES REGO e BRUNO MEDEIROS.,H:Arquivado
3080,Arquivado Definitivamente,H:Arquivado
3081,Certidão de Publicação Expedida Relação :0354/2019 Data da Disponibilização: 02/04/2019 Data da Publicação: 03/04/2019 Número do Diário: 2780 Página: 1486/1502,H:Ativo
3082,Decisão,H:Ativo
3083,Arquivado Definitivamente,H:Arquivado
3084,Agravo de Instrumento - Acórdão e Demais Peças Juntados - Com Trânsito em Julgado - Agravo Destruído,H:Ativo
3085,Arquivado Definitivamente,H:Arquivado
3086,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Privado Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal,H:Ativo
3087,Trânsito em Julgado às partes - com Baixa V. acórdão transitou em julgado em 08/04/2013 para as partes.,H:Arquivado
3088,Certidão de Publicação Expedida Relação :0156/2019 Data da Disponibilização: 08/03/2019 Data da Publicação: 11/03/2019 Número do Diário: 2763 Página: 1540/1553,H:Ativo
3089,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados Retorno ao Arquivo,H:Arquivado
3090,Baixa Definitiva,H:Arquivado
3091,Conclusos para Sentença,H:Ativo
3092,Suspensão do Prazo Prazo referente ao usuário foi alterado para 26/03/2019 devido à alteração da tabela de feriados,H:Ativo
3093,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:4996Maço recebido pelo arquivo em:31/01/2014Local de arquivamento:Arquivo Geral - Rio de Janeiro,H:Arquivado
3094,Autos Destruídos FAZENDA,H:Arquivado
3095,Certidão de Publicação Expedida Relação :0110/2019 Data da Disponibilização: 07/03/2019 Data da Publicação: 08/03/2019 Número do Diário: 2762 Página: 1352/1354,H:Ativo
3096,Certidão de Publicação Expedida Relação :0082/2019 Data da Disponibilização: 02/04/2019 Data da Publicação: 03/04/2019 Número do Diário: 2780 Página: 1336/1344,H:Ativo
3097,Decurso de Prazo,H:Arquivado
3098,Recebidos os Autos da Procuradoria Federal Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 2ª. Vara Cível,H:Ativo
3099,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo,H:Ativo
3100,Pedido de Habilitação Juntado Nº Protocolo: WCGT.16.70041335-4 Tipo da Petição: Pedido de Habilitação Data: 21/10/2016 17:23,H:Arquivado
3101,Ofício Requisitório-Extinção de Precatório Expedido Ofício - Requisitório Eletrônico - Precatório - Extinção - Execução Fiscal-Fazenda Pública-Acidentes do Trabalho,H:Arquivado
3102,Início da Execução Juntado 0084724-35.2017.8.26.0100 - Cumprimento Provisório de Sentença,H:Ativo
3103,Certidão de Cartório Expedida Certidão - Genérica,H:Arquivado
3104,Suspensão do Prazo Prazo referente ao usuário foi alterado para 27/02/2019 devido à alteração da tabela de feriados,H:Ativo
3105,Disponibilização no Diário da Justiça Eletrônico,H:Ativo
3106,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 9ª Vara de Fazenda Pública,H:Ativo
3107,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório do Setor de Execuções contra a FazPública,H:Ativo
3108,Pedido de Habilitação Juntado Nº Protocolo: WJMJ.18.40339301-6 Tipo da Petição: Pedido de Habilitação Data: 24/03/2018 14:37,H:Ativo
3109,Suspensão do Prazo Prazo referente ao usuário foi alterado para 16/05/2019 devido à alteração da tabela de feriados,H:Ativo
3110,Suspensão do Prazo Prazo referente ao usuário foi alterado para 12/03/2019 devido à alteração da tabela de feriados,H:Ativo
3111,Certidão de Cartório Expedida AUTOS Nº 1.637/15 Certifico e dou fé que decorreu o prazo concedido na r. Decisão de fls. 1175/1176 sem manifestação da entidade devedora. Nada Mais.,H:Ativo
3112,Certidão de Trânsito em Julgado com Baixa Expedida CERTIDÃO DE TRANSITO EM JULGADO COM BAIXA,H:Arquivado
3113,"Arquivado Provisoriamente ARQUIVADO PROVISÓRIAMENTE NO ARQUIVO GERAL, PACOTE Nº 4959/2016.",H:Arquivado
3114,Arquivado Definitivamente no Arquivo Geral CX.4184/2013-19/07/2013,H:Arquivado
3115,Arquivado Definitivamente,H:Arquivado
3116,Certidão de Cartório Expedida Certidão - Genérica,H:Ativo
3117,Baixa Definitiva,H:Arquivado
3118,Arquivado Definitivamente,H:Arquivado
3119,Expedição de documento Digitação 01/02/2013,H:Ativo
3120,Baixa Definitiva Baixa Definitiva - Arquivo Geral,H:Arquivado
3121,Trânsito em Julgado às partes - com Baixa,H:Arquivado
3122,Pedido de Extinção Juntada Nº Protocolo: WSRP.15.70155578-0 Tipo da Petição: Pedido de Extinção do Processo Data: 01/09/2015 10:35,H:Arquivado
3123,Conclusos para Despacho Tipo de local de destino: Juiz de Direito Especificação do local de destino: Simone Curado Ferreira Oliveira Vencimento: 20/04/2018,H:Arquivado
3124,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
3125,Certidão de Cartório Expedida Certidão - Genérica,H:Ativo
3126,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo,H:Ativo
3127,Certidão de Não Consulta ao Teor da Informação - Contagem de Prazo do Ato - Expedida Certidão de Não Leitura - Contagem de Prazo do Ato,H:Ativo
3128,"Arquivado Definitivamente 924,II",H:Arquivado
3129,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 9ª Vara de Fazenda Pública,H:Ativo
3130,Certidão de Publicação Expedida Relação :0189/2019 Data da Disponibilização: 02/04/2019 Data da Publicação: 03/04/2019 Número do Diário: 2780 Página: 540/544,H:Ativo
3131,Arquivado Provisoriamente,H:Suspenso
3132,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:14488Maço recebido pelo arquivo em:09/12/2015Local de arquivamento:Arquivo Geral - Rio de Janeiro,H:Arquivado
3133,Pedido de Prazo Juntada Juntada a petição diversa - Tipo: Pedido de Prazo em Cumprimento de sentença - Número: 80013 - Protocolo: FBTU19000049060,H:Ativo
3134,Conclusos para Sentença,H:Ativo
3135,Arquivado Definitivamente,H:Arquivado
3136,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:8767Maço recebido pelo arquivo em:14/09/2018Local de arquivamento:Arquivo Geral - Rio de Janeiro,H:Arquivado
3137,Suspensão do Prazo Prazo referente ao usuário foi alterado para 09/12/2022 devido à alteração da tabela de feriados,H:Ativo
3138,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados caixa nº 4945/2014,H:Arquivado
3139,Carta de Intimação Expedida Carta - Intimação - Genérica - Execução Fiscal,H:Ativo
3140,Certidão de Publicação Expedida Relação :0568/2015 Data da Disponibilização: 30/11/2015 Data da Publicação: 01/12/2015 Número do Diário: 2017 Página: 1017/1023,H:Ativo
3141,Baixa Definitiva CX 5523/16,H:Arquivado
3142,"Tipo do Movimento:Despacho - Proferido despacho de mero expediente Folha do ato:206Descrição:1 - Abra-se novo volume, visto que este ultrapassou as 200 folhas.

2 - Republique-se fls. 203 para a defesa técnica, deste feita devendo constar apenas o nome da causídica cuja procuração encontra-se em fls. 55, inclu...Ver íntegra do(a) Despacho",H:Ativo
3143,Arquivado Definitivamente,H:Arquivado
3144,Certidão de Publicação Expedida Relação :0040/2019 Data da Disponibilização: 06/03/2019 Data da Publicação: 07/03/2019 Número do Diário: 2761 Página: 1407/1432,H:Ativo
3145,Autos Destruídos,H:Arquivado
3146,Arquivado Definitivamente PACOTE N° 1693/2016,H:Arquivado
3147,Tema SO958 - Banco - Tarifas - Avaliação Bem Registro Contrato Serviços Terceiros,H:Ativo
3148,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoSituação:Em fase de encaminhamento ao arquivo,H:Arquivado
3149,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
3150,Arquivado Provisoriamente,H:Suspenso
3151,Certidão de Publicação Expedida Relação :0016/2019 Data da Disponibilização: 29/01/2019 Data da Publicação: 30/01/2019 Número do Diário: 2737 Página: 1551/1578,H:Ativo
3152,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório do Setor de Execuções contra a FazPública,H:Ativo
3153,"Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público SEÇÃO DE DIREITO PÚBLICO,SEJ 2.1.4, COMPLEXO IPIRANGA-SALA 38 Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo",H:Ativo
3154,Arquivado Definitivamente,H:Arquivado
3155,Certidão de Publicação Expedida Relação :0125/2019 Data da Disponibilização: 22/03/2019 Data da Publicação: 25/03/2019 Número do Diário: Página:,H:Ativo
3156,Suspensão do Prazo Prazo referente ao usuário foi alterado para 14/03/2019 devido à alteração da tabela de feriados,H:Ativo
3157,Certidão de Publicação Expedida Relação :0183/2015 Data da Disponibilização: 09/11/2015 Data da Publicação: 10/11/2015 Número do Diário: 2003 Página: 951/977,H:Arquivado
3158,Arquivado Definitivamente Pacote nº 10.169/19,H:Arquivado
3159,Arquivado Definitivamente,H:Arquivado
3160,"Certidão de Trânsito em Julgado com Baixa Expedida Certifico e dou fé que a r. sentença de fls. 42 transitou em julgado na data de 02/04/2018 para a parte autora e 06/04/2018 para a parte requerida, não havendo outros atos a serem realizados nos autos. Certifico, ainda, que o processo foi baixado definitivamente no sistema. Nada Mais.",H:Arquivado
3161,Suspensão do Prazo Prazo referente ao usuário foi alterado para 20/02/2019 devido à alteração da tabela de feriados,H:Ativo
3162,Trânsito em Julgado às partes - com Baixa Trânsito em julgado ocorrido em 07/11/2016,H:Arquivado
3163,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 14ª Vara de Fazenda Pública,H:Ativo
3164,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Privado,H:Ativo
3165,Guia de Recolhimento Juntada,H:Arquivado
3166,Juntada De Certidão,H:Arquivado
3167,Recebidos os Autos da Fazenda Pública Estadual Tipo de local de destino: Cartório Especificação do local de destino: Unidade de Processamento das Execuções contra a Fazenda Pública da Comarca da Capital - UPEFAZ,H:Ativo
3168,Certidão de Não Consulta ao Teor da Informação - Contagem de Prazo do Ato - Expedida Certidão de Não Leitura - Contagem de Prazo do Ato,H:Ativo
3169,Baixa Definitiva,H:Arquivado
3170,Para O(S) Autor(Es) E Réu(S) Ed.Nº 3358 Sol.Nº 4739 Publicação De Notificação Ciência Despacho,H:Ativo
3171,Conclusos para Despacho,H:Ativo
3172,Trânsito em Julgado às partes - com Baixa,H:Arquivado
3173,Suspensão do Prazo Prazo referente ao usuário foi alterado para 28/08/2018 devido à alteração da tabela de feriados Prazo referente ao usuário foi alterado para 24/09/2018 devido à alteração da tabela de feriados,H:Ativo
3174,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
3175,Certidão de Publicação Expedida Relação :0052/2019 Data da Disponibilização: 01/04/2019 Data da Publicação: 02/04/2019 Número do Diário: 2779 Página: 3056/3073,H:Ativo
3176,Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Execução de Título Extrajudicial - Número: 80021 - Protocolo: FJAB18000489469,H:Ativo
3177,Arquivamento Provisório - Cumprimento de Sentença Digital,H:Suspenso
3178,Início da Execução Juntado 0010878-93.2017.8.26.0161 - Cumprimento de sentença,H:Arquivado
3179,Início da Execução Juntado 0036936-35.2018.8.26.0053 - Cumprimento de sentença,H:Suspenso
3180,Recebidos os Autos do Tribunal de Justiça Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 17ª Vara Criminal,H:Ativo
3181,Baixa Definitiva,H:Arquivado
3182,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
3183,Certidão de Publicação Expedida Relação :0883/2017 Data da Disponibilização: 19/05/2017 Data da Publicação: 22/05/2017 Número do Diário: 2350 Página: 1315/1328,H:Ativo
3184,Remetida a Carta Precatória ao Cartório de Origem Cumprida Negativa CARTA PRECATORIA DEVOLVIDA PARA COMARCA DE SÃO PAULO - SP,H:Arquivado
3185,Arquivado Definitivamente REMESSA AO ARQUIVO - CX 6055/2018 e CX 6056/2018,H:Arquivado
3186,Extinta A Execução/Cumprimento Da Sentença Pela Satisfação Da Obrigação,H:Arquivado
3187,Certidão de Cartório Expedida Certidão - Genérica,H:Suspenso
3188,Trânsito em Julgado às partes - com Baixa Que o v. Acórdão transitou em julgado em 10/07/2017.,H:Arquivado
3189,Arquivado Definitivamente - Processo Findo com Condenação CX. 3174/18,H:Arquivado
3190,Certidão de Cartório Expedida Certidão - Genérica,H:Ativo
3191,Remetida a Carta Precatória ao Cartório de Origem Cumprida Positiva CARTA PRECATÓRIA DEVOLVIDA AO CARTÓRIO DE ORIGEM / CUMPRIDA POSITIVA / C/C LOTE: 18 ( P ),H:Arquivado
3192,Certidão de Objeto e Pé Expedida Certidão - Objeto e Pé - Cível,H:Ativo
3193,"Recebidos os Autos da Fazenda Pública Estadual RUA MARIA PAULA, 67 ( CONTROLE 1696/10 4º VOL. ) Tipo de local de destino: Cartório Especificação do local de destino: Cartório do Setor de Execuções contra a FazPública",H:Ativo
3194,Petição Juntada Nº Protocolo: WFPA.19.70083013-6 Tipo da Petição: Petições Diversas Data: 21/02/2019 15:58,H:Ativo
3195,Certidão de Publicação Expedida Relação :0005/2019 Data da Disponibilização: 24/01/2019 Data da Publicação: 28/01/2019 Número do Diário: 2735 Página: 1810/1873,H:Ativo
3196,Suspensão do Prazo Prazo referente ao usuário foi alterado para 10/04/2019 devido à alteração da tabela de feriados,H:Ativo
3197,Suspensão do Prazo Prazo referente à movimentação foi alterado para 17/08/2015 devido à alteração da tabela de feriados,H:Arquivado
3198,Guia Juntada,H:Arquivado
3199,Início da Execução Juntado 0006118-37.2017.8.26.0053 - Cumprimento de Sentença contra a Fazenda Pública,H:Ativo
3200,Certidão de Publicação Expedida Relação :0181/2017 Data da Disponibilização: 11/09/2017 Data da Publicação: 12/09/2017 Número do Diário: 2427 Página: 1162/1163,H:Arquivado
3201,Ofício Requisitório - Comunicação - Protocolo Eletrônico - DEPRE,H:Arquivado
3202,Certidão de Publicação Expedida Relação :0099/2019 Data da Disponibilização: 15/03/2019 Data da Publicação: 18/03/2019 Número do Diário: 2768 Página: 2220/2226,H:Ativo
3203,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoSituação:Em fase de encaminhamento ao arquivo,H:Arquivado
3204,Despacho,H:Ativo
3205,"Arquivado Definitivamente autos devolvidos ao arquivo da Recall em data de 16.12.2016, para a Caixa n. 1768/2015.",H:Arquivado
3206,"Trânsito em Julgado às partes - com Baixa artigo 267, VI do CPC DATA DA SENTENÇA : 29.01.2014 DATA DO TRÂNSITO : 17.03.2016",H:Arquivado
3207,Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital,H:Arquivado
3208,Certidão de Cartório Expedida Certidão - Genérica,H:Ativo
3209,Trânsito em Julgado às partes - com Baixa Transito em julgado em 27/10/2017,H:Arquivado
3210,Certidão de Cartório Expedida Certidão - Genérica,H:Arquivado
3211,Certidão de Cartório Expedida CERTIDÃO PRAZO - NÃO MANIFESTAÇÃO - INSTAURAÇÃO CUMPRIMENTO SENTENÇA DIGITAL - NÃO CUSTAS - ARQUIVO,H:Arquivado
3212,Arquivado Provisoriamente RETORNO AO ARQUIVO EM 21.03.19,H:Suspenso
3213,Certidão de Publicação Expedida Relação :0496/2018 Data da Disponibilização: 15/06/2018 Data da Publicação: 18/06/2018 Número do Diário: 2596 Página: 3147-3149,H:Suspenso
3214,Arquivado Definitivamente,H:Arquivado
3215,Trânsito em Julgado às partes - com Baixa TR 15/11/2015,H:Arquivado
3216,Certidão de Publicação Expedida Relação :0225/2019 Data da Disponibilização: 02/04/2019 Data da Publicação: 03/04/2019 Número do Diário: 2780 Página: 155,H:Ativo
3217,Arquivado Definitivamente,H:Arquivado
3218,Certidão de Homonímia Expedida Certidão - Homonímia,H:Ativo
3219,"Arquivado Definitivamente 1 volume, Cx 7707",H:Arquivado
3220,Conclusos para Decisão Tipo de local de destino: Juiz de Direito Especificação do local de destino: Lais Helena Bresser Lang,H:Ativo
3221,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados RETORNO AO ARQUIVO GERAL EM 29/07/16 NA CAIXA 8149 - 2 VOLUMES,H:Arquivado
3222,Recebidos os Autos do Ministério Público Tipo de local de destino: Cartório Especificação do local de destino: Unidade de Processamento das Execuções contra a Fazenda Pública da Comarca da Capital - UPEFAZ,H:Ativo
3223,Certidão de Publicação Expedida Relação :0741/2018 Data da Disponibilização: 14/12/2018 Data da Publicação: 17/12/2018 Número do Diário: 2718 Página: 932/933,H:Ativo
3224,Petição Juntada Juntada a petição diversa - Tipo: Petição Intermediária em Execução de Título Extrajudicial - Número: 80018 - Protocolo: FBDO19000114526,H:Ativo
3225,Certidão de Publicação Expedida Relação :0133/2019 Data da Disponibilização: 08/03/2019 Data da Publicação: 11/03/2019 Número do Diário: 2763 Página: 2662/2679,H:Ativo
3226,Incidente Processual Instaurado Seq.: 01 - Requisição de Pequeno Valor,H:Ativo
3227,Tipo do Movimento:Juntada - Documento ,H:Ativo
3228,Certidão de Cartório Expedida Certidão - Genérica,H:Ativo
3229,Início da Execução Juntado 0004061-73.2017.8.26.0529 - Cumprimento de sentença,H:Arquivado
3230,Arquivado Definitivamente REMETIDOS 1º AO 4º VOLUMES.,H:Arquivado
3231,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
3232,Suspensão do Prazo Prazo referente ao usuário foi alterado para 30/03/2016 devido à alteração da tabela de feriados,H:Arquivado
3233,Arquivado Definitivamente,H:Arquivado
3234,Expedição de documento,H:Ativo
3235,Certidão de Publicação Expedida Relação :0164/2018 Data da Disponibilização: 11/06/2018 Data da Publicação: 12/06/2018 Número do Diário: 2592 Página: 577,H:Ativo
3236,Arquivado Definitivamente,H:Arquivado
3237,Remetida a Carta Precatória ao Cartório de Origem Cumprida Negativa,H:Arquivado
3238,Arquivado Definitivamente,H:Arquivado
3239,Suspensão do Prazo Prazo referente à movimentação foi alterado para 09/04/2019 devido à alteração da tabela de feriados,H:Ativo
3240,Arquivado Definitivamente,H:Arquivado
3241,Certidão de Cartório Expedida Certidão - Genérica,H:Ativo
3242,Arquivado Definitivamente,H:Arquivado
3243,Arquivado Definitivamente,H:Arquivado
3244,Arquivado Definitivamente,H:Arquivado
3245,Suspensão do Prazo Prazo referente ao usuário foi alterado para 07/05/2019 devido à alteração da tabela de feriados,H:Ativo
3246,Arquivado Definitivamente,H:Arquivado
3247,Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Procedimento Comum - Número: 80003 - Protocolo: FFPA18001524656,H:Ativo
3248,Certidão de Cartório Expedida Certidão - Genérica,H:Arquivado
3249,Suspensão do Prazo Prazo referente ao usuário foi alterado para 03/04/2019 devido à alteração da tabela de feriados,H:Ativo
3250,Ato Ordinatório - Não Publicável Cumpra a serventia o já determinado a fls. 2º parágrafo.,H:Ativo
3251,Suspensão do Prazo Prazo referente ao usuário foi alterado para 18/03/2020 devido à alteração da tabela de feriados,H:Ativo
3252,Certidão de Publicação Expedida Relação :0124/2019 Data da Disponibilização: 19/02/2019 Data da Publicação: 20/02/2019 Número do Diário: 2752 Página: 3060/3063,H:Ativo
3253,"Certidão de Cartório Expedida Certifico e dou fé haver decorrido o prazo legal, sem que houvesse notícias a respeito de interposição de recurso contra a decisão de fls.251/252. Certifico ainda que decorreu o prazo de 15 dias da publicação de fl.256, sem manifestação da exequente. Certifico mais e finalmente que, nesta data, procedi as anotações necessárias à suspensão do processo no sistema assim como o encaminhamento dos autos ao arquivo geral.",H:Suspenso
3254,Início da Execução Juntado 0026574-71.2018.8.26.0053 - Cumprimento Provisório de Sentença,H:Ativo
3255,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:3268Maço recebido pelo arquivo em:04/04/2016Local de arquivamento:Arquivo Geral - Rio de Janeiro,H:Arquivado
3256,Tipo do Movimento:Juntada - Petição Número do Documento:201900866170 - Prog Comarca de Angra dos Reis,H:Ativo
3257,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
3258,Decisão,H:Ativo
3259,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:10106Maço recebido pelo arquivo em:08/05/2017Local de arquivamento:Arquivo Geral - Rio de Janeiro,H:Arquivado
3260,Arquivado Definitivamente,H:Arquivado
3261,Baixa Definitiva,H:Arquivado
3262,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados,H:Arquivado
3263,Suspensão do Prazo Prazo referente à movimentação foi alterado para 22/02/2017 devido à alteração da tabela de feriados Prazo referente à movimentação foi alterado para 06/03/2017 devido à alteração da tabela de feriados,H:Arquivado
3264,Certidão de Não Consulta ao Teor da Informação - Contagem de Prazo do Ato - Expedida Certidão de Não Leitura - Contagem de Prazo do Ato,H:Ativo
3265,Petição Juntada Juntada a petição diversa - Tipo: Petição Intermediária em Procedimento Ordinário - Número: 80008 - Protocolo: FCOA16000025084,H:Ativo
3266,Arquivado Provisoriamente arquivo provisório,H:Suspenso
3267,Certidão de Publicação Expedida Relação :0100/2019 Data da Disponibilização: 22/03/2019 Data da Publicação: 25/03/2019 Número do Diário: 2773 Página: 1220/1223,H:Suspenso
3268,Ofício Expedido Ofício - INSS - INICIAL - Padrão - Acidentes do Trabalho,H:Ativo
3269,Arquivado Definitivamente,H:Arquivado
3270,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Arquivado
3271,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 12ª Vara de Fazenda Pública,H:Ativo
3272,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo,H:Ativo
3273,Determinada A Manifestação Da Fazenda Pública Sob Pena De Indeferimento Do Pedido,H:Ativo
3274,Tipo do Movimento:RemessaDestinatário:Central de Arquivamento Prazo:15 dia(s),H:Arquivado
3275,Ofício Requisitório - Comunicação - Protocolo Eletrônico - DEPRE,H:Arquivado
3276,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados RETORNO AO ARQUIVO NO PACOTE 186/2016,H:Arquivado
3277,Certidão de Publicação Expedida Relação :0123/2019 Data da Disponibilização: 18/03/2019 Data da Publicação: 20/03/2019 Número do Diário: 2769 Página: 1839/1844,H:Ativo
3278,"Arquivado Definitivamente - Processo Findo com Condenação Expedida guia de recolhimento provisória à 2ª VEC de Araçatuba-SP em 22/06/15. Expedido ofício ao DEECRIM-2ª RAJ (aditamento da guia) e ofícios de comunicação em 27/09/17. Expedido certidão de dívida ativa à PGE e ofício ao DEECRIM-2ª RAJ, comunicando, em 29/05/18. Ao arquivo.",H:Arquivado
3279,"Despacho Defiro. Anote-se. S.P., 06.11.2018 (Despacho proferido no Ofício 24/18, de CCP 1, deferindo o prazo de 30 dias úteis, requerido pela Contadoria).",H:Ativo
3280,Certidão de Não Consulta ao Teor da Informação - Contagem de Prazo do Ato - Expedida Certidão de Não Leitura - Contagem de Prazo do Ato,H:Ativo
3281,Certidão de Publicação Expedida Relação :0066/2019 Data da Disponibilização: 22/02/2019 Data da Publicação: 25/02/2019 Número do Diário: 2755 Página: 1254/1255,H:Arquivado
3282,Arquivado Definitivamente,H:Arquivado
3283,Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital,H:Arquivado
3284,Certidão de Publicação Expedida Relação :1569/2018 Data da Disponibilização: 29/11/2018 Data da Publicação: 30/11/2018 Número do Diário: 2707 Página: 3669/3675,H:Ativo
3285,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
3286,Certidão de Publicação Expedida Relação :0620/2018 Data da Disponibilização: 15/02/2018 Data da Publicação: 16/02/2018 Número do Diário: 2516 Página: 1278/1310,H:Suspenso
3287,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público SEÇÃO DE DIREITO PÚBLICO Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo,H:Ativo
3288,Arquivado Definitivamente,H:Arquivado
3289,Certidão de Remessa da Intimação Para o Portal Eletrônico Expedida Certidão - Remessa da Intimação para o Portal Eletrônico,H:Ativo
3290,Arquivado Provisoriamente,H:Suspenso
3291,"Mandado Devolvido Cumprido Positivo e Negativo CERTIFICO eu, Oficial de Justiça, que em cumprimento ao mandado nº 481.2018/000696-0 dirigi-me ao endereço: Assentamento Porto Velho, e aí sendo, intimei a requerida Edilene Vieira dos Santos do inteiro teor deste mandado e dos termos da r. sentença de fls., a qual bem ciente ficou, lançando sua nota e aceitando a contra fé que lhe ofereci.",H:Arquivado
3292,"Certidão de Cartório Expedida ARQUIVAMENTOEm terça-feira, 26 de abril de 2016, arquivo o presente feito, o qual se encontra:(X) - Extinto (arquivamento definitivo)(*) - Aguardando provocação no arquivo/arquivado provisoriamente(*) - Arquivado (Incidentes em apenso) Eu, Antonia Maria Santos de Oliveira, Escrevente Técnico Judiciário.",H:Arquivado
3293,Arquivado Provisoriamente Conforme fls.357,H:Suspenso
3294,Baixa Definitiva aguardando arquivamento após 01/12/2015,H:Arquivado
3295,Conclusos Para Decisão Dos Embargos De Declaração (Gabinete Da Ministra Maria Helena Mallmann),H:Ativo
3296,Arquivado Provisoriamente - Execução Frustrada,H:Suspenso
3297,"Certidão de Cartório Expedida Certifico e dou fé haver procedido as anotações para a extinção deste feito, bem como seu arquivamento.",H:Arquivado
3298,Arquivado Definitivamente,H:Arquivado
